Settlement Main,Settlement Alt,Area (alt-map resource sheet),Sub-Area (alt-map resource sheet),Region Code Main,Region Code Alt,Official Area,Resource Sheet Area,order,Comment,Landscape,Climates,offset,Fertility,Port level,Riverport,Irrigation,Earthquakes (not used yet),complete,Hidden resources,comment,rss done,,,,Item,Hidden resource
Vaga,Vaga,North Africa,Numidia,Vagensia,Midenoea,North Africa,North Africa,3,Name Change,River Valley,Mediterranean,0,10,No port,No,River,No,OK,"Farm10, river_valley, mediterranean, irrigation_river",,,,,,,
Castrum Nicivorum,,,,Nicivia-Suburburia,,North Africa,North Africa,3,Missing in Alt,Steppe,Hot Semi-arid,-1,5,No port,No,Oasis,No,OK,"Farm5, steppe, hot_semi_arid, irrigation_oasis",,,,,,,
Suthul,Suthul,North Africa,Numidia,Ubusia,Malaka_Xatiqot,North Africa,North Africa,3,Name Change,Mountain Valley,Mediterranean,0,7,No port,No,River,No,OK,"Farm7, mountain_valley, mediterranean, irrigation_river",,,,,,,
Hippo Diarrhytus,Hippo Diarrhytus,North Africa,Carthaginian coast,Xupon_Zaxyir,Xupon_Zaxyir,North Africa,North Africa,3,,Hills,Mediterranean,2,8,Shipwright,No,River,No,OK,"Farm8, hills, mediterranean, base_port_level_2, irrigation_river",,,,,,,
,Zuchis,North Africa,Syrtis,,Zouchis,North Africa,North Africa,3,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Gigthis,,,,Epichos,,North Africa,North Africa,3,Missing in Alt,Steppe,Hot Semi-arid,0,6,Needs Harbour,No,River,No,OK,"Farm6, steppe, hot_semi_arid, base_port_level_0, irrigation_river",olives and dates,,,,,,
Euphranta,Euphranta,North Africa,Syrtis,Syrtis,Syrtis,North Africa,North Africa,3,,Desert,Hot Semi-arid,0,4,Needs Harbour,No,Springs,No,OK,"Farm4, desert, hot_semi_arid, base_port_level_0, irrigation_springs",,,,,,,
Zama,Zama,North Africa,Numidia,Zama_Meizon,Zama_Meizon,North Africa,North Africa,3,,Plateau,Cold Semi-arid,2,7,No port,No,River,No,OK,"Farm7, plateau, cold_semi_arid, irrigation_river",,,,,,,
Karchedonike Neapolis,,,,Qart-Khadasht_Zaxyir,,North Africa,North Africa,3,Missing in Alt,Grassland,Mediterranean,2,11,Trade Port,No,No,Yes,OK,"Farm11, grassland, mediterranean, base_port_level_1","garum, olives, wine",,,,,,
Icosium,Icosium,North Africa,Masaesylia,Ikosim,Ikosim,North Africa,North Africa,3,,Grassland,Mediterranean,1,10,Shipwright,No,River,Yes,OK,"Farm10, grassland, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Sala,Sala,North Africa,Mauretania,Shaxalat,Shaxalat,North Africa,North Africa,3,,Grassland,Mediterranean,1,10,Shipwright,Yes,River,Yes,OK,"Farm10, grassland, mediterranean, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Sicca,Sicca,North Africa,Numidia,Massylia_Septentrionalis,Chellensesia,North Africa,North Africa,3,Name Change,Plateau,Cold Semi-arid,2,7,No port,No,River,No,OK,"Farm7, plateau, cold_semi_arid, irrigation_river",,,,,,,
,Banasa,North Africa,Mauretania,,Baniuria,North Africa,North Africa,3,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Thapsus,Thapsus,North Africa,Carthaginian coast,Thapsos,Thapsos,North Africa,North Africa,3,,Steppe,Hot Semi-arid,2,8,Trade Port,No,River,No,OK,"Farm8, steppe, hot_semi_arid, base_port_level_1, irrigation_river",,,,,,,
Leptis Minor,Leptis Minor,North Africa,Carthaginian coast,Lepqi_Zaxyirt,Lepqi_Zaxyirt,North Africa,North Africa,3,,Grassland,Hot Semi-arid,0,9,Trade Port,No,River,No,OK,"Farm9, grassland, hot_semi_arid, base_port_level_1, irrigation_river",,,,,,,
Rusicade,Rusicade,North Africa,Carthaginian coast,Rushikade,Rushikade,North Africa,North Africa,3,,Mountains,Mediterranean,1,6,Trade Port,No,River,No,OK,"Farm6, mountains, mediterranean, base_port_level_1, irrigation_river",timber,,,,,,
,Thabraca,North Africa,Carthaginian coast,,Tabarakaxan,North Africa,North Africa,3,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
,Benta,North Africa,Mauretania,,Nectiberia,North Africa,North Africa,3,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Althiburos,Althiburos,North Africa,Numidia,Altiburosh,Altiburosh,North Africa,North Africa,3,,Mountain Valley,Cold Semi-arid,0,6,No port,No,No,Yes,OK,"Farm6, mountain_valley, cold_semi_arid",,,,,,,
Tipasa,,,,Thipaxatan,,North Africa,North Africa,3,Missing in Alt,Mountains,Mediterranean,0,5,No port,No,River,Yes,OK,"Farm5, mountains, mediterranean, irrigation_river",,,,,,,
,Altava,North Africa,Masaesylia,,Tolotaia,North Africa,North Africa,3,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Castrum Macaeorum,,,,Macaea,,North Africa,North Africa,3,Missing in Alt,Desert,Hot Semi-arid,-1,1,No port,No,No,Yes,OK,"Farm1, desert, hot_semi_arid","rain capture, houses of salt",,,,,,
Tamuda,,,,Mauretania_Septentrionalis,,North Africa,North Africa,3,Missing in Alt,Mountain Valley,Mediterranean,0,7,Shipwright,No,River,Yes,OK,"Farm7, mountain_valley, mediterranean, base_port_level_2, irrigation_river",whaling!,,,,,,
Macomades Minores,,,,Maqoma_Zaxyir,,North Africa,North Africa,3,Missing in Alt,Steppe,Hot Semi-arid,0,6,Trade Port,No,River,No,OK,"Farm6, steppe, hot_semi_arid, base_port_level_1, irrigation_river",fish and olives,,,,,,
Tabudium,Tabudium,North Africa,Masaesylia,Musulamia,Tabudia,North Africa,North Africa,3,Name Change,Desert,Arid,2,5,No port,No,Oasis,No,OK,"Farm5, desert, arid, irrigation_oasis",,,,,,,
Thala,Nicivibus,North Africa,Masaesylia,Massylia_Meridionalis,Nicivesia,North Africa,North Africa,3,Name Change,Plateau,Cold Semi-arid,1,6,No port,No,Oasis,No,OK,"Farm6, plateau, cold_semi_arid, irrigation_oasis",sufetula olives,,,,,,
Castrum Psyllorum,,,,Psyllia,,North Africa,North Africa,3,Missing in Alt,Desert,Arid,0,3,No port,No,Oasis,Yes,OK,"Farm3, desert, arid, irrigation_oasis",dates and salt,,,,,,
Castrum Atarantorum,,,,Atarantia-Gindania,,North Africa,North Africa,3,Missing in Alt,Desert,Arid,1,2,No port,No,No,No,OK,"Farm2, desert, arid",,,,,,,
Zygantis,,,,Zygantia-Zauecia,,North Africa,North Africa,3,Missing in Alt,Desert,Arid,-1,2,No port,No,Oasis,No,OK,"Farm2, desert, arid, irrigation_oasis",sulphur,,,,,,
Bedirum,,,,Garamantia_Occidentalis,,North Africa,North Africa,3,Missing in Alt,Desert,Arid,2,3,No port,No,Aquifer,No,OK,"Farm3, desert, arid, irrigation_aquifer",,,,,,,
Sabae,Sabae,North Africa,Garamantia,Garamantia_Orientalis,Garamantia_Orientalis,North Africa,North Africa,3,,Desert,Arid,1,2,No port,No,Aquifer,Yes,OK,"Farm2, desert, arid, irrigation_aquifer",,,,,,,
Castrum Suburporium,,,,Suburporia,,North Africa,North Africa,3,Missing in Alt,Desert,Arid,-1,2,No port,No,Oasis,No,OK,"Farm2, desert, arid, irrigation_oasis","iron in termit massif, copper air massif",,,,,,
Rutubis,Rusibis,North Africa,Mauretania,Mauretania_Meridionalis,Autololia,North Africa,North Africa,3,Name Change,Grassland,Hot Semi-arid,-1,8,Trade Port,Yes,River,Yes,OK,"Farm8, grassland, hot_semi_arid, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Thalubath,,,,Melanogaetulia,,North Africa,North Africa,3,Missing in Alt,Desert,Arid,1,2,No port,No,Aquifer,No,OK,"Farm2, desert, arid, irrigation_aquifer","good dates, foggaras possibly later era",,,,,,
Castrum Autololum,,,,Autololia,,North Africa,North Africa,3,Missing in Alt,Mountain Valley,Cold Semi-arid,-1,6,Trade Port,No,River,No,OK,"Farm6, mountain_valley, cold_semi_arid, base_port_level_1, irrigation_river",more pastoralist?,,,,,,
Castrum Pharusiorum,,,,Pharusia,,North Africa,North Africa,3,Missing in Alt,Desert,Arid,1,4,No port,No,River,No,OK,"Farm4, desert, arid, irrigation_river",draa river,,,,,,
Castrum Perorsorum,,,,Perorsia-Dararitaea,,North Africa,North Africa,3,Missing in Alt,River Valley,Arid,-2,7,No port,No,River,No,OK,"Farm7, river_valley, arid, irrigation_river","draa river, dates",,,,,,
Castrum Dararum,,,,Daraea,,North Africa,North Africa,3,Missing in Alt,Mountain Valley,Arid,-1,3,No port,No,Aquifer,No,OK,"Farm3, mountain_valley, arid, irrigation_aquifer",,,,,,,
Castrum Baniurarum,,,,Baniuraea,,North Africa,North Africa,3,Missing in Alt,Plateau,Hot Semi-arid,-1,4,No port,No,River,No,OK,"Farm4, plateau, hot_semi_arid, irrigation_river",apples,,,,,,
IBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebusus,Ebusus,Iberia,Hispano-Punic World,Ay-Bushum,Ay-Bushum,Iberia,Iberia,4,,Small Islands/Rocky Coast,Cold Semi-arid,2,6,Shipwright,No,No,No,OK,"Farm6, small_islands_and_rocky_coast, cold_semi_arid, base_port_level_2",,,,,,,
Mastia,Mastia,Iberia,Hispano-Punic World,Mastienia,Mastienia,Iberia,Iberia,4,,Hills,Hot Semi-arid,0,6,Dockyard,No,River,No,OK,"Farm6, hills, hot_semi_arid, base_port_level_3, irrigation_river",,,,,,,
Arse,Arse,Iberia,Southeast,Saguntia,Saguntia,Iberia,Iberia,4,,Floodplains/Delta,Cold Semi-arid,-2,10,Trade Port,Yes,River,No,OK,"Farm10, floodplains_delta, cold_semi_arid, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Emporion,Emporion,Iberia,Northeast and Ebro River,Emporitia,Emporitia,Iberia,Iberia,4,,Wetlands/Swamps/Marshes,Mediterranean,1,7,Shipwright,No,River,No,OK,"Farm7, wetlands, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Bolskan,Bolskan,Iberia,Northeast and Ebro River,Suessetania,Suessetania,Iberia,Iberia,4,,Grassland,Oceanic,-2,7,No port,Yes,River,No,OK,"Farm7, grassland, oceanic, rivertrade, irrigation_river",,,,,,,
Numantia,Numantia,Iberia,Celtiberia,Arevacia,Arevacia,Iberia,Iberia,4,,Plateau,Oceanic,1,6,No port,Yes,River,No,OK,"Farm6, plateau, oceanic, rivertrade, irrigation_river",,,,,,,
Aracillum,Aracillum,Iberia,Asturian-Cantabrian World,Cantabria,Plentuisia,Iberia,Iberia,4,Name Change,Forest,Oceanic,-1,5,Shipwright,No,No,No,OK,"Farm5, forest, oceanic, base_port_level_2",,,,,,,
,Portus Artabrorum,Iberia,Atlantic Coast-Gallaecia,,Artabria,Iberia,Iberia,4,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Olisipo,Olisipo,Iberia,Atlantic Coast-Gallaecia,Tagia,Tagia,Iberia,Iberia,4,,Hills,Mediterranean,1,7,Dockyard,Yes,River,No,OK,"Farm7, hills, mediterranean, base_port_level_3, rivertrade, irrigation_river",,,,,,,
Toletum,Toletum,Iberia,Carpetania-Olcadia,Carpetania,Carpetania,Iberia,Iberia,4,,Plateau,Cold Semi-arid,0,5,No port,No,River,No,OK,"Farm5, plateau, cold_semi_arid, irrigation_river",,,,,,,
Ilipa,Ilipa,Iberia,Turdetania,Turdetania,Turdetania,Iberia,Iberia,4,,Hills,Mediterranean,2,8,No port,Yes,River,no,OK,"Farm8, hills, mediterranean, rivertrade, irrigation_river",,,,,,,
Gades,Gades,Iberia,Hispano-Punic World,Agadir,Agadir,Iberia,Iberia,4,,Grassland,Mediterranean,1,10,Dockyard,No,River,No,OK,"Farm10, grassland, mediterranean, base_port_level_3, irrigation_river",,,,,,,
Conistorgis,Conistorgis,Iberia,Atlantic Coast-Gallaecia,Conia,Conia,Iberia,Iberia,4,,Hills,Mediterranean,-1,5,No port,No,No,Yes,OK,"Farm5, hills, mediterranean",,,,,,,
Hermandica,Hermandica,Iberia,Vaccea-Vettonia,Helmantike,Helmantike,Iberia,Iberia,4,,Plateau,Cold Semi-arid,1,6,No port,No,River,No,OK,"Farm6, plateau, cold_semi_arid, irrigation_river",,,,,,,
Pallantia,Pallantia,Iberia,Vaccea-Vettonia,Vaccaea,Vaccaea,Iberia,Iberia,4,,Grassland,Cold Semi-arid,0,9,No port,No,River,No,OK,"Farm9, grassland, cold_semi_arid, irrigation_river",,,,,,,
Malaca,Malaca,Iberia,Hispano-Punic World,Malaka,Bastulia,Iberia,Iberia,4,Name Change,Mountain Valley,Mediterranean,0,7,Shipwright,No,River,Yes,OK,"Farm7, mountain_valley, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Iulipa,Arsa,Iberia,Baeturia,Turdulia,Baeturia_Turdulorum,Iberia,Iberia,4,Name Change,Plateau,Mediterranean,1,6,No port,No,River,no,OK,"Farm6, plateau, mediterranean, irrigation_river",,,,,,,
Kelin,Kelin,Iberia,Southeast,Edetania_Occidentalis,Kelinia,Iberia,Iberia,4,Name Change,Karst Terrain,Cold Semi-arid,1,5,No port,No,River,No,OK,"Farm5, karst_terrain, cold_semi_arid, irrigation_river",,,,,,,
Mirobriga,Mirobriga,Iberia,Vaccea-Vettonia,Vettonia,Vettonia_Occidentalis,Iberia,Iberia,4,Name Change,Hills,Mediterranean,0,6,No port,No,River,No,OK,"Farm6, hills, mediterranean, irrigation_river",,,,,,,
Ercavica,Ercavica,Iberia,Celtiberia,Ergavicia,Ercavicia,Iberia,Iberia,4,Name Change,Plateau,Mediterranean,0,5,No port,No,River,No,OK,"Farm5, plateau, mediterranean, irrigation_river","famous for honey, sheep",,,,,,
Conimbriga,Conimbriga,Iberia,Atlantic Coast-Gallaecia,Turdulorum_Oppida,Turdulorum_Oppida,Iberia,Iberia,4,,Forest,Mediterranean,0,6,Trade Port,Yes,River,No,OK,"Farm6, forest, mediterranean, base_port_level_1, rivertrade, irrigation_river","salt near aveido, fish and timber",,,,,,
Tude,Tude,Iberia,Atlantic Coast-Gallaecia,Bracarensia_Septentrionalis,Grovia,Iberia,Iberia,4,Name Change,Hills,Oceanic,0,6,Trade Port,Yes,River,No,OK,"Farm6, hills, oceanic, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Hibera,Hibera,Iberia,Northeast and Ebro River,Ilercavonia,Ilercavonia,Iberia,Iberia,4,,Mountain Valley,Dry Sub-tropical,2,9,Needs Harbour,Yes,River,No,OK,"Farm9, mountain_valley, dry_sub_tropical, base_port_level_0, rivertrade, irrigation_river",,,,,,,
Pompelo,Pompelo,Iberia,Northeast and Ebro River,Vasconia,Vasconia,Iberia,Iberia,4,,Hills,Oceanic,-1,5,Trade Port,No,No,No,OK,"Farm5, hills, oceanic, base_port_level_1",,,,,,,
Noega,Noega,Iberia,Asturian-Cantabrian World,Asturia_Septentrionalis,Luggonesia,Iberia,Iberia,4,Name Change,Forest,Oceanic,-1,5,Trade Port,No,River,No,OK,"Farm5, forest, oceanic, base_port_level_1, irrigation_river",,,,,,,
Turba,Turba,Iberia,Celtiberia,Turboletia,Turboletia,Iberia,Iberia,4,,Karst Terrain,Temperate,0,4,No port,No,River,No,OK,"Farm4, karst_terrain, temperate, irrigation_river",,,,,,,
Libisosa,Libisosa,Iberia,Southeast,Oretania_Orientalis,Oretania_Orientalis,Iberia,Iberia,4,,Forest,Cold Semi-arid,-1,5,No port,No,River,No,OK,"Farm5, forest, cold_semi_arid, irrigation_river",,,,,,,
Oxthracae,Oxthracae,Iberia,Lusitanian-Celtici Inland,Lusitania,Lusitania,Iberia,Iberia,4,,Hills,Mediterranean,1,7,No port,No,River,No,OK,"Farm7, hills, mediterranean, irrigation_river",,,,,,,
Basti,Basti,Iberia,Southeast,Bastetania,Bastetania,Iberia,Iberia,4,,Mountain Valley,Cold Semi-arid,-1,6,No port,No,River,Yes,OK,"Farm6, mountain_valley, cold_semi_arid, irrigation_river",,,,,,,
Moron,Moron,Iberia,Atlantic Coast-Gallaecia,Elbocoria,Elbocoria,Iberia,Iberia,4,,River Valley,Mediterranean,-1,9,Trade Port,Yes,River,No,OK,"Farm9, river_valley, mediterranean, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Castulo,Castulo,Iberia,Southeast,Oretania_Meridionalis,Oretania,Iberia,Iberia,4,Name Change,River Valley,Cold Semi-arid,-1,9,No port,Yes,River,No,OK,"Farm9, river_valley, cold_semi_arid, rivertrade, irrigation_river",,,,,,,
Cissa,Cissa,Iberia,Northeast and Ebro River,Cessetania,Cessetania,Iberia,Iberia,4,,Hills,Dry Sub-tropical,1,7,Shipwright,No,River,No,OK,"Farm7, hills, dry_sub_tropical, base_port_level_2, irrigation_river",,,,,,,
Oretum,Oretum,Iberia,Southeast,Oretania,Oretania_Septentrionalis,Iberia,Iberia,4,Name Change,Plateau,Cold Semi-arid,1,6,No port,No,River,No,OK,"Farm6, plateau, cold_semi_arid, irrigation_river",,,,,,,
Saetabis,Saitis,Iberia,Southeast,Contestania,Contestania,Iberia,Iberia,4,Name Change?,Hills,Cold Semi-arid,1,7,Needs Harbour,No,River,No,OK,"Farm7, hills, cold_semi_arid, base_port_level_0, irrigation_river",Check name,,,,,,
Corduba,Corduba,Iberia,Turdetania,Cordubensis,Cordubensis,Iberia,Iberia,4,,River Valley,Mediterranean,1,11,No port,Yes,River,no,OK,"Farm11, river_valley, mediterranean, rivertrade, irrigation_river",,,,,,,
Bracarium,Bracarium,Iberia,Atlantic Coast-Gallaecia,Bracarensia,Bracarensia,Iberia,Iberia,4,,Mountain Valley,Oceanic,0,7,Shipwright,Yes,River,No,OK,"Farm7, mountain_valley, oceanic, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Myrtilis,Myrtilis,Iberia,Lusitanian-Celtici Inland,Conia_Orientalis,Celticia_Meridionalis,Iberia,Iberia,4,Name Change,Hills,Mediterranean,1,7,Shipwright,Yes,River,No,OK,"Farm7, hills, mediterranean, base_port_level_2, rivertrade, irrigation_river",not truely heavily forested,,,,,,
Ilerda,Ilerda,Iberia,Northeast and Ebro River,Ilergetia,Ilergetia_Meridionalis,Iberia,Iberia,4,Name Change,Mountain Valley,Cold Semi-arid,2,9,No port,Yes,River,No,OK,"Farm9, mountain_valley, cold_semi_arid, rivertrade, irrigation_river",now includes more pyrenees,,,,,,
Edeta,Edeta,Iberia,Southeast,Edetania,Edetania,Iberia,Iberia,4,,Mountain Valley,Cold Semi-arid,0,7,No port,No,River,No,OK,"Farm7, mountain_valley, cold_semi_arid, irrigation_river",,,,,,,
Ebora,Ebora,Iberia,Lusitanian-Celtici Inland,Celticia,Celticia,Iberia,Iberia,4,,Grassland,Mediterranean,-2,7,No port,Yes,River,No,OK,"Farm7, grassland, mediterranean, rivertrade, irrigation_river",,,,,,,
Segeda,Segeda,Iberia,Celtiberia,Bellia,Bellia,Iberia,Iberia,4,,Mountain Valley,Cold Semi-arid,0,7,No port,No,River,No,OK,"Farm7, mountain_valley, cold_semi_arid, irrigation_river",,,,,,,
Cauca,Cauca,Iberia,Vaccea-Vettonia,Vaccaea_Meridionalis,Vaccaea_Meridionalis,Iberia,Iberia,4,,Plateau,Temperate,2,7,No port,Yes,River,No,OK,"Farm7, plateau, temperate, rivertrade, irrigation_river",,,,,,,
Termes,Termes,Iberia,Celtiberia,Arevacia_Montana,Arevacia_Montana,Iberia,Iberia,4,,Hills,Oceanic,-1,5,No port,No,No,No,OK,"Farm5, hills, oceanic",,,,,,,
Carteia,Carteia,Iberia,Hispano-Punic World,Calpe,Bastulia_Occidentalis,Iberia,Iberia,4,Name Change,Mountain Valley,Mediterranean,-1,6,Shipwright,No,River,No,OK,"Farm6, mountain_valley, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Salduie,Salduie,Iberia,Northeast and Ebro River,Sedetania,Sedetania,Iberia,Iberia,4,,Floodplains/Delta,Cold Semi-arid,-1,11,No port,Yes,River,No,OK,"Farm11, floodplains_delta, cold_semi_arid, rivertrade, irrigation_river",,,,,,,
Segisamo,Segisamo,Iberia,Hispano-Celtic Northeast,Turmodigia,Turmodigia,Iberia,Iberia,4,,Plateau,Oceanic,1,6,No port,No,No,No,OK,"Farm6, plateau, oceanic",,,,,,,
Intercatia,Intercatia,Iberia,Vaccea-Vettonia,Vaccaea_Occidentalis,Vaccaea_Occidentalis,Iberia,Iberia,4,,Plateau,Cold Semi-arid,0,5,No port,No,River,No,OK,"Farm5, plateau, cold_semi_arid, irrigation_river",,,,,,,
Contrebia Belaisca,Contrebia Belaisca,Iberia,Celtiberia,Bellia_Orientalis,Bellia_Orientalis,Iberia,Iberia,4,,Hills,Cold Semi-arid,-1,5,No port,No,River,No,OK,"Farm5, hills, cold_semi_arid, irrigation_river",,,,,,,
Barkeno,Barkeno,Iberia,Northeast and Ebro River,Laietania,Laietania,Iberia,Iberia,4,,Hills,Humid Sub-tropical,1,7,Trade Port,No,River,No,OK,"Farm7, hills, humid_sub_tropical, base_port_level_1, irrigation_river",,,,,,,
Castrum Bergium,Castrum Bergium,Iberia,Northeast and Ebro River,Bergistania,Bergistania,Iberia,Iberia,4,,Mountains,Continental,0,4,No port,No,River,No,OK,"Farm4, mountains, continental, irrigation_river",,,,,,,
,Tuccis,Iberia,Turdetania,,Turdetania_Montana,Iberia,Iberia,4,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Carmo,Carmo,Iberia,Turdetania,Tartessus_Orientalis,Tartessus_Orientalis,Iberia,Iberia,4,,Floodplains/Delta,Mediterranean,0,12,No port,Yes,River,no,OK,"Farm12, floodplains_delta, mediterranean, rivertrade, irrigation_river",,,,,,,
Urso,Urso,Iberia,Turdetania,Turdetania_Meridionalis,Turdetania_Meridionalis,Iberia,Iberia,4,,Hills,Mediterranean,1,7,No port,No,River,no,OK,"Farm7, hills, mediterranean, irrigation_river",,,,,,,
Munda,Ituci,Iberia,Turdetania,Tucci,Tucci,Iberia,Iberia,4,,Floodplains/Delta,Mediterranean,-1,11,No port,No,River,Yes,OK,"Farm11, floodplains_delta, mediterranean, irrigation_river",Check name,,,,,,
Iliturgi,Iliturgi,Iberia,Turdetania,Ilthraka,Ilthraka,Iberia,Iberia,4,,River Valley,Mediterranean,0,10,No port,Yes,River,Yes,OK,"Farm10, river_valley, mediterranean, rivertrade, irrigation_river",,,,,,,
Hispalis,Spal,Iberia,Turdetania,Aestuarium_Baeticum,Baetica_Maritima,Iberia,Iberia,4,Name Change,Wetlands/Swamps/Marshes,Mediterranean,1,7,Shipwright,Yes,River,no,OK,"Farm7, wetlands, mediterranean, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Baria,Baria,Iberia,Hispano-Punic World,Bastetania_Maritima,Bastetania_Maritima,Iberia,Iberia,4,,Hills,Hot Semi-arid,0,6,Shipwright,No,River,Yes,OK,"Farm6, hills, hot_semi_arid, base_port_level_2, irrigation_river",,,,,,,
Castrum Contestanorum,,,,Contestania_Occidentalis,,Iberia,Iberia,4,Missing in Alt,Karst Terrain,Cold Semi-arid,1,5,No port,No,Springs,Yes,OK,"Farm5, karst_terrain, cold_semi_arid, irrigation_springs",,,,,,,
Kili,Kili,Iberia,Southeast,Edetania_Meridionalis,Edetania_Meridionalis,Iberia,Iberia,4,,Hills,Cold Semi-arid,0,6,No port,No,River,No,OK,"Farm6, hills, cold_semi_arid, irrigation_river",,,,,,,
Contestanium,Lucentum,Iberia,Southeast,Contestania_Orientalis,Akra_Leuka,Iberia,Iberia,4,Name Change,Hills,Cold Semi-arid,1,7,Shipwright,No,River,No,OK,"Farm7, hills, cold_semi_arid, base_port_level_2, irrigation_river",,,,,,,
Consabura,Consabura,Iberia,Carpetania-Olcadia,Carpetania_Montana,Carpetania_Montana,Iberia,Iberia,4,,Hills,Cold Semi-arid,0,5,No port,No,No,No,OK,"Farm5, hills, cold_semi_arid",,,,,,,
,Langobriga,Iberia,Atlantic Coast-Gallaecia,,Turdulia_Veterum,Iberia,Iberia,4,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Virovesca,Virovesca,Iberia,Hispano-Celtic Northeast,Autrigonia,Autrigonia,Iberia,Iberia,4,,Mountain Valley,Oceanic,-1,6,Needs Harbour,No,River,No,OK,"Farm6, mountain_valley, oceanic, base_port_level_0, irrigation_river",,,,,,,
Nertobriga,,,,Bellia_Septentrionalis,,Iberia,Iberia,4,Missing in Alt,River Valley,Cold Semi-arid,-1,9,No port,No,River,No,OK,"Farm9, river_valley, cold_semi_arid, irrigation_river",,,,,,,
,Lansbricae,Iberia,Atlantic Coast-Gallaecia,,Bibalia,Iberia,Iberia,4,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Uxama,Uxama,Iberia,Celtiberia,Durica_Superior,Durica_Superior,Iberia,Iberia,4,,Hills,Oceanic,1,7,No port,No,River,No,OK,"Farm7, hills, oceanic, irrigation_river",,,,,,,
